,product_id,category,sub_category,cost_price,list_price,discount_percent,discount_price,sale_price,profit,quantity
4641,OFF-BI-10000831,Office Supplies,Binders,0,0,5,0.0,0.0,0.0,4
4642,FUR-CH-10000749,Furniture,Chairs,510,580,5,29.0,551.0,41.0,4
4643,OFF-BI-10002003,Office Supplies,Binders,10,10,3,0.3,9.7,-0.3,2
4644,TEC-MA-10001972,Technology,Machines,500,560,5,28.0,532.0,32.0,2
4645,FUR-CH-10000225,Furniture,Chairs,140,150,3,4.5,145.5,5.5,2
4646,OFF-PA-10001622,Office Supplies,Paper,10,10,5,0.5,9.5,-0.5,3
4647,FUR-CH-10004983,Furniture,Chairs,340,430,3,12.9,417.1,77.1,3
4648,OFF-PA-10003228,Office Supplies,Paper,410,440,3,13.2,426.8,16.8,9
4649,OFF-SU-10004498,Office Supplies,Supplies,50,60,2,1.2,58.8,8.8,5
4650,OFF-PA-10001878,Office Supplies,Paper,190,240,3,7.2,232.8,42.8,5
4651,OFF-PA-10002923,Office Supplies,Paper,160,200,3,6.0,194.0,34.0,4
4652,OFF-PA-10001838,Office Supplies,Paper,10,10,3,0.3,9.7,-0.3,2
4653,OFF-ST-10003123,Office Supplies,Storage,140,170,3,5.1,164.9,24.9,5
4654,OFF-FA-10001332,Office Supplies,Fasteners,0,0,4,0.0,0.0,0.0,1
4655,OFF-ST-10003442,Office Supplies,Storage,40,50,3,1.5,48.5,8.5,2
4656,OFF-AR-10001468,Office Supplies,Art,50,60,2,1.2,58.8,8.8,2
4657,OFF-AP-10003266,Office Supplies,Appliances,20,20,4,0.8,19.2,-0.8,2
4658,OFF-PA-10002230,Office Supplies,Paper,10,10,3,0.3,9.7,-0.3,2
4659,OFF-AP-10003622,Office Supplies,Appliances,20,20,3,0.6,19.4,-0.6,7
4660,TEC-AC-10001542,Technology,Accessories,30,30,5,1.5,28.5,-1.5,3
4661,FUR-CH-10002965,Furniture,Chairs,720,840,3,25.2,814.8,94.8,6
4662,OFF-ST-10000563,Office Supplies,Storage,70,80,3,2.4,77.6,7.6,3
4663,OFF-LA-10002787,Office Supplies,Labels,0,0,5,0.0,0.0,0.0,1
4664,OFF-BI-10004022,Office Supplies,Binders,10,10,2,0.2,9.8,-0.2,9
4665,OFF-LA-10001158,Office Supplies,Labels,20,20,5,1.0,19.0,-1.0,2
4666,FUR-FU-10000076,Furniture,Furnishings,70,80,4,3.2,76.8,6.8,4
4667,TEC-AC-10002335,Technology,Accessories,70,70,3,2.1,67.9,-2.1,2
4668,OFF-BI-10002827,Office Supplies,Binders,10,10,2,0.2,9.8,-0.2,10
4669,FUR-BO-10001601,Furniture,Bookcases,500,620,4,24.8,595.2,95.2,7
4670,OFF-ST-10001932,Office Supplies,Storage,700,770,3,23.1,746.9,46.9,5
4671,OFF-AP-10001005,Office Supplies,Appliances,240,280,2,5.6,274.4,34.4,4
4672,TEC-PH-10004042,Technology,Phones,580,640,2,12.8,627.2,47.2,4
4673,TEC-PH-10001079,Technology,Phones,110,120,3,3.6,116.4,6.4,1
4674,FUR-FU-10002918,Furniture,Furnishings,220,270,2,5.4,264.6,44.6,3
4675,FUR-FU-10003832,Furniture,Furnishings,20,20,5,1.0,19.0,-1.0,2
4676,OFF-BI-10001617,Office Supplies,Binders,30,30,2,0.6,29.4,-0.6,4
4677,OFF-ST-10000736,Office Supplies,Storage,70,80,3,2.4,77.6,7.6,1
4678,TEC-AC-10004877,Technology,Accessories,70,80,2,1.6,78.4,8.4,12
4679,OFF-ST-10003221,Office Supplies,Storage,20,20,4,0.8,19.2,-0.8,2
4680,OFF-BI-10003007,Office Supplies,Binders,50,60,4,2.4,57.6,7.6,2
4681,OFF-FA-10000936,Office Supplies,Fasteners,30,30,3,0.9,29.1,-0.9,9
4682,TEC-PH-10003811,Technology,Phones,810,860,4,34.4,825.6,15.6,9
4683,FUR-TA-10004152,Furniture,Tables,230,240,3,7.2,232.8,2.8,4
4684,FUR-BO-10002853,Furniture,Bookcases,140,160,2,3.2,156.8,16.8,4
4685,OFF-BI-10002071,Office Supplies,Binders,0,0,4,0.0,0.0,0.0,2
4686,OFF-FA-10000053,Office Supplies,Fasteners,10,10,3,0.3,9.7,-0.3,7
4687,TEC-PH-10001305,Technology,Phones,390,440,3,13.2,426.8,36.8,9
4688,OFF-BI-10001525,Office Supplies,Binders,10,10,4,0.4,9.6,-0.4,5
4689,FUR-FU-10001876,Furniture,Furnishings,50,50,2,1.0,49.0,-1.0,2
4690,TEC-AC-10003628,Technology,Accessories,60,70,3,2.1,67.9,7.9,3
4691,FUR-CH-10004860,Furniture,Chairs,210,240,2,4.8,235.2,25.2,3
4692,OFF-PA-10000357,Office Supplies,Paper,180,220,3,6.6,213.4,33.4,5
4693,OFF-PA-10003270,Office Supplies,Paper,10,10,4,0.4,9.6,-0.4,2
4694,OFF-BI-10000320,Office Supplies,Binders,30,30,4,1.2,28.8,-1.2,4
4695,FUR-CH-10003846,Furniture,Chairs,260,300,5,15.0,285.0,25.0,3
4696,FUR-CH-10004875,Furniture,Chairs,130,140,4,5.6,134.4,4.4,2
4697,FUR-CH-10003817,Furniture,Chairs,520,550,4,22.0,528.0,8.0,9
4698,FUR-FU-10002116,Furniture,Furnishings,200,210,5,10.5,199.5,-0.5,3
4699,OFF-AR-10003481,Office Supplies,Art,10,10,5,0.5,9.5,-0.5,2
4700,OFF-ST-10004180,Office Supplies,Storage,60,70,2,1.4,68.6,8.6,2
4701,OFF-PA-10003657,Office Supplies,Paper,10,10,3,0.3,9.7,-0.3,2
4702,FUR-FU-10001967,Furniture,Furnishings,10,10,4,0.4,9.6,-0.4,1
4703,OFF-AP-10002082,Office Supplies,Appliances,10,10,5,0.5,9.5,-0.5,2
4704,OFF-SU-10000381,Office Supplies,Supplies,60,70,5,3.5,66.5,6.5,7
4705,OFF-LA-10002475,Office Supplies,Labels,10,10,3,0.3,9.7,-0.3,2
4706,FUR-FU-10003975,Furniture,Furnishings,140,170,2,3.4,166.6,26.6,4
4707,OFF-BI-10003091,Office Supplies,Binders,840,900,5,45.0,855.0,15.0,5
4708,OFF-ST-10002974,Office Supplies,Storage,120,130,3,3.9,126.1,6.1,3
4709,OFF-AR-10000255,Office Supplies,Art,10,10,5,0.5,9.5,-0.5,2
4710,TEC-AC-10001284,Technology,Accessories,60,60,3,1.8,58.2,-1.8,3
4711,OFF-BI-10003529,Office Supplies,Binders,0,0,4,0.0,0.0,0.0,1
4712,OFF-PA-10000029,Office Supplies,Paper,30,40,5,2.0,38.0,8.0,7
4713,FUR-FU-10002116,Furniture,Furnishings,50,60,2,1.2,58.8,8.8,2
4714,TEC-PH-10002200,Technology,Phones,280,340,3,10.2,329.8,49.8,2
4715,TEC-PH-10000441,Technology,Phones,190,200,4,8.0,192.0,2.0,2
4716,FUR-TA-10002958,Furniture,Tables,440,520,4,20.8,499.2,59.2,2
4717,OFF-AR-10001662,Office Supplies,Art,10,10,2,0.2,9.8,-0.2,3
4718,OFF-PA-10004101,Office Supplies,Paper,40,50,5,2.5,47.5,7.5,7
4719,OFF-ST-10002756,Office Supplies,Storage,890,950,2,19.0,931.0,41.0,7
4720,OFF-PA-10000483,Office Supplies,Paper,60,60,2,1.2,58.8,-1.2,2
4721,FUR-TA-10002041,Furniture,Tables,220,270,5,13.5,256.5,36.5,3
4722,OFF-AR-10001166,Office Supplies,Art,10,10,3,0.3,9.7,-0.3,1
4723,OFF-LA-10004345,Office Supplies,Labels,10,10,5,0.5,9.5,-0.5,3
4724,OFF-BI-10002852,Office Supplies,Binders,10,10,3,0.3,9.7,-0.3,2
4725,OFF-AP-10001058,Office Supplies,Appliances,540,670,5,33.5,636.5,96.5,3
4726,OFF-ST-10003470,Office Supplies,Storage,1050,1120,4,44.8,1075.2,25.2,4
4727,FUR-BO-10003159,Furniture,Bookcases,220,280,3,8.4,271.6,51.6,3
4728,OFF-BI-10003684,Office Supplies,Binders,100,120,3,3.6,116.4,16.4,7
4729,TEC-AC-10000487,Technology,Accessories,20,20,3,0.6,19.4,-0.6,3
4730,OFF-PA-10001736,Office Supplies,Paper,180,210,2,4.2,205.8,25.8,6
4731,OFF-PA-10001609,Office Supplies,Paper,10,10,5,0.5,9.5,-0.5,3
4732,TEC-AC-10003116,Technology,Accessories,40,50,2,1.0,49.0,9.0,3
4733,FUR-FU-10004586,Furniture,Furnishings,20,20,2,0.4,19.6,-0.4,3
4734,FUR-CH-10000454,Furniture,Chairs,570,660,3,19.8,640.2,70.2,3
4735,OFF-BI-10004970,Office Supplies,Binders,10,10,3,0.3,9.7,-0.3,2
4736,OFF-BI-10002824,Office Supplies,Binders,20,30,5,1.5,28.5,8.5,2
4737,TEC-AC-10003657,Technology,Accessories,60,70,5,3.5,66.5,6.5,2
4738,OFF-LA-10003510,Office Supplies,Labels,50,60,3,1.8,58.2,8.2,2
4739,FUR-TA-10001676,Furniture,Tables,30,40,4,1.6,38.4,8.4,1
4740,OFF-LA-10004853,Office Supplies,Labels,10,10,3,0.3,9.7,-0.3,2
4741,OFF-AR-10000315,Office Supplies,Art,10,10,5,0.5,9.5,-0.5,3
4742,OFF-SU-10000381,Office Supplies,Supplies,30,30,2,0.6,29.4,-0.6,3
4743,OFF-FA-10002763,Office Supplies,Fasteners,10,10,4,0.4,9.6,-0.4,2
4744,OFF-ST-10000877,Office Supplies,Storage,190,220,5,11.0,209.0,19.0,4
4745,OFF-BI-10001071,Office Supplies,Binders,110,130,4,5.2,124.8,14.8,2
4746,OFF-BI-10001097,Office Supplies,Binders,20,20,4,0.8,19.2,-0.8,3
4747,OFF-SU-10004782,Office Supplies,Supplies,30,30,3,0.9,29.1,-0.9,3
4748,FUR-FU-10000672,Furniture,Furnishings,30,40,5,2.0,38.0,8.0,3
4749,OFF-PA-10002986,Office Supplies,Paper,30,30,4,1.2,28.8,-1.2,5
4750,TEC-MA-10001972,Technology,Machines,720,840,5,42.0,798.0,78.0,3
4751,TEC-PH-10000169,Technology,Phones,30,40,3,1.2,38.8,8.8,3
4752,FUR-CH-10001482,Furniture,Chairs,190,210,5,10.5,199.5,9.5,2
4753,TEC-AC-10002018,Technology,Accessories,20,20,4,0.8,19.2,-0.8,4
4754,OFF-BI-10000301,Office Supplies,Binders,0,0,2,0.0,0.0,0.0,2
4755,OFF-PA-10004381,Office Supplies,Paper,110,120,5,6.0,114.0,4.0,3
4756,OFF-BI-10004141,Office Supplies,Binders,0,0,2,0.0,0.0,0.0,2
4757,OFF-BI-10001575,Office Supplies,Binders,40,40,3,1.2,38.8,-1.2,7
4758,TEC-PH-10000984,Technology,Phones,620,780,2,15.6,764.4,144.4,4
4759,OFF-BI-10000666,Office Supplies,Binders,40,50,2,1.0,49.0,9.0,2
4760,OFF-BI-10003712,Office Supplies,Binders,10,10,4,0.4,9.6,-0.4,2
4761,OFF-LA-10003720,Office Supplies,Labels,10,10,3,0.3,9.7,-0.3,2
4762,OFF-SU-10001664,Office Supplies,Supplies,10,10,5,0.5,9.5,-0.5,2
4763,OFF-EN-10001453,Office Supplies,Envelopes,150,180,2,3.6,176.4,26.4,3
4764,OFF-AR-10001860,Office Supplies,Art,20,30,5,1.5,28.5,8.5,4
4765,OFF-AR-10001044,Office Supplies,Art,30,30,3,0.9,29.1,-0.9,1
4766,TEC-AC-10002473,Technology,Accessories,100,110,3,3.3,106.7,6.7,5
4767,TEC-PH-10001809,Technology,Phones,310,360,5,18.0,342.0,32.0,3
4768,OFF-PA-10004733,Office Supplies,Paper,30,30,5,1.5,28.5,-1.5,4
4769,OFF-BI-10003355,Office Supplies,Binders,10,10,2,0.2,9.8,-0.2,3
4770,OFF-SU-10001212,Office Supplies,Supplies,10,10,4,0.4,9.6,-0.4,3
4771,TEC-PH-10000486,Technology,Phones,650,740,3,22.2,717.8,67.8,8
4772,FUR-FU-10004909,Furniture,Furnishings,10,10,3,0.3,9.7,-0.3,1
4773,OFF-LA-10001613,Office Supplies,Labels,10,10,5,0.5,9.5,-0.5,5
4774,TEC-PH-10004447,Technology,Phones,180,220,4,8.8,211.2,31.2,2
4775,OFF-AR-10000255,Office Supplies,Art,20,20,5,1.0,19.0,-1.0,4
4776,OFF-LA-10004425,Office Supplies,Labels,10,10,2,0.2,9.8,-0.2,3
4777,OFF-SU-10001664,Office Supplies,Supplies,20,30,3,0.9,29.1,9.1,3
4778,OFF-AP-10000696,Office Supplies,Appliances,80,100,3,3.0,97.0,17.0,7
4779,FUR-CH-10002647,Furniture,Chairs,50,60,5,3.0,57.0,7.0,1
4780,FUR-CH-10002758,Furniture,Chairs,580,680,3,20.4,659.6,79.6,4
4781,OFF-BI-10000201,Office Supplies,Binders,0,0,2,0.0,0.0,0.0,3
4782,OFF-SU-10004115,Office Supplies,Supplies,40,40,5,2.0,38.0,-2.0,7
4783,OFF-PA-10000806,Office Supplies,Paper,240,280,3,8.4,271.6,31.6,5
4784,OFF-AR-10001473,Office Supplies,Art,10,10,3,0.3,9.7,-0.3,5
4785,FUR-BO-10003450,Furniture,Bookcases,70,70,3,2.1,67.9,-2.1,4
4786,OFF-AR-10001545,Office Supplies,Art,0,0,3,0.0,0.0,0.0,3
4787,TEC-AC-10004396,Technology,Accessories,50,60,2,1.2,58.8,8.8,4
4788,FUR-FU-10002456,Furniture,Furnishings,40,50,4,2.0,48.0,8.0,9
4789,FUR-FU-10001473,Furniture,Furnishings,40,50,4,2.0,48.0,8.0,5
4790,FUR-TA-10000849,Furniture,Tables,330,360,5,18.0,342.0,12.0,5
4791,OFF-PA-10001166,Office Supplies,Paper,80,90,3,2.7,87.3,7.3,3
4792,OFF-PA-10003256,Office Supplies,Paper,20,30,5,1.5,28.5,8.5,3
4793,OFF-PA-10002870,Office Supplies,Paper,20,20,3,0.6,19.4,-0.6,4
4794,FUR-FU-10001215,Furniture,Furnishings,40,40,5,2.0,38.0,-2.0,1
4795,OFF-BI-10004187,Office Supplies,Binders,10,10,2,0.2,9.8,-0.2,3
4796,OFF-BI-10001718,Office Supplies,Binders,50,60,2,1.2,58.8,8.8,3
4797,OFF-PA-10004983,Office Supplies,Paper,20,30,3,0.9,29.1,9.1,6
4798,FUR-FU-10002396,Furniture,Furnishings,30,30,4,1.2,28.8,-1.2,3
4799,TEC-PH-10003988,Technology,Phones,40,40,3,1.2,38.8,-1.2,5
4800,OFF-AR-10002467,Office Supplies,Art,0,0,3,0.0,0.0,0.0,2
4801,OFF-BI-10004002,Office Supplies,Binders,10,10,3,0.3,9.7,-0.3,2
4802,OFF-BI-10002309,Office Supplies,Binders,10,10,3,0.3,9.7,-0.3,8
4803,TEC-PH-10003885,Technology,Phones,40,40,4,1.6,38.4,-1.6,1
4804,FUR-FU-10002501,Furniture,Furnishings,70,90,3,2.7,87.3,17.3,9
4805,OFF-PA-10000176,Office Supplies,Paper,40,40,4,1.6,38.4,-1.6,2
4806,OFF-PA-10000327,Office Supplies,Paper,30,40,4,1.6,38.4,8.4,10
4807,OFF-ST-10004634,Office Supplies,Storage,30,30,5,1.5,28.5,-1.5,3
4808,OFF-EN-10003040,Office Supplies,Envelopes,50,60,4,2.4,57.6,7.6,3
4809,OFF-PA-10003228,Office Supplies,Paper,180,200,4,8.0,192.0,12.0,4
4810,TEC-PH-10004345,Technology,Phones,200,240,2,4.8,235.2,35.2,2
4811,FUR-CH-10000785,Furniture,Chairs,360,380,3,11.4,368.6,8.6,3
4812,TEC-CO-10004115,Technology,Copiers,1080,1200,2,24.0,1176.0,96.0,4
4813,FUR-FU-10002813,Furniture,Furnishings,50,50,5,2.5,47.5,-2.5,3
4814,OFF-PA-10002751,Office Supplies,Paper,20,20,3,0.6,19.4,-0.6,3
4815,OFF-PA-10004569,Office Supplies,Paper,20,20,2,0.4,19.6,-0.4,3
4816,OFF-AP-10002998,Office Supplies,Appliances,20,30,3,0.9,29.1,9.1,2
4817,OFF-AP-10003287,Office Supplies,Appliances,70,80,2,1.6,78.4,8.4,2
4818,OFF-ST-10001370,Office Supplies,Storage,200,230,5,11.5,218.5,18.5,4
4819,OFF-BI-10004040,Office Supplies,Binders,10,10,3,0.3,9.7,-0.3,2
4820,OFF-AP-10002651,Office Supplies,Appliances,380,460,3,13.8,446.2,66.2,8
4821,TEC-AC-10002402,Technology,Accessories,340,380,3,11.4,368.6,28.6,6
4822,OFF-BI-10001658,Office Supplies,Binders,30,40,3,1.2,38.8,8.8,6
4823,TEC-MA-10000752,Technology,Machines,30,30,5,1.5,28.5,-1.5,7
4824,FUR-CH-10003817,Furniture,Chairs,120,130,5,6.5,123.5,3.5,3
4825,FUR-FU-10001876,Furniture,Furnishings,70,80,3,2.4,77.6,7.6,3
4826,OFF-BI-10003460,Office Supplies,Binders,10,10,2,0.2,9.8,-0.2,4
4827,OFF-ST-10000464,Office Supplies,Storage,70,70,3,2.1,67.9,-2.1,2
4828,OFF-AR-10001919,Office Supplies,Art,10,10,2,0.2,9.8,-0.2,3
4829,OFF-BI-10002393,Office Supplies,Binders,10,10,4,0.4,9.6,-0.4,3
4830,OFF-AP-10001293,Office Supplies,Appliances,210,250,3,7.5,242.5,32.5,6
4831,OFF-ST-10004258,Office Supplies,Storage,40,40,4,1.6,38.4,-1.6,3
4832,OFF-ST-10002214,Office Supplies,Storage,20,20,2,0.4,19.6,-0.4,2
4833,OFF-BI-10004970,Office Supplies,Binders,10,10,5,0.5,9.5,-0.5,3
4834,OFF-BI-10002571,Office Supplies,Binders,30,40,2,0.8,39.2,9.2,5
4835,OFF-PA-10002581,Office Supplies,Paper,50,60,3,1.8,58.2,8.2,2
4836,OFF-BI-10001097,Office Supplies,Binders,20,20,5,1.0,19.0,-1.0,4
4837,OFF-BI-10003429,Office Supplies,Binders,0,0,2,0.0,0.0,0.0,2
4838,OFF-PA-10000682,Office Supplies,Paper,30,30,2,0.6,29.4,-0.6,6
4839,TEC-PH-10001700,Technology,Phones,140,160,5,8.0,152.0,12.0,4
4840,FUR-FU-10000629,Furniture,Furnishings,30,30,2,0.6,29.4,-0.6,2
4841,OFF-BI-10001267,Office Supplies,Binders,10,10,2,0.2,9.8,-0.2,3
4842,OFF-ST-10001418,Office Supplies,Storage,200,240,5,12.0,228.0,28.0,5
4843,OFF-FA-10004968,Office Supplies,Fasteners,10,10,5,0.5,9.5,-0.5,4
4844,OFF-BI-10004140,Office Supplies,Binders,10,10,4,0.4,9.6,-0.4,2
4845,OFF-BI-10003460,Office Supplies,Binders,10,10,5,0.5,9.5,-0.5,3
4846,TEC-PH-10002115,Technology,Phones,220,260,4,10.4,249.6,29.6,5
4847,OFF-AR-10003478,Office Supplies,Art,70,70,3,2.1,67.9,-2.1,11
4848,OFF-AR-10000475,Office Supplies,Art,10,10,5,0.5,9.5,-0.5,1
4849,OFF-AR-10003045,Office Supplies,Art,10,10,3,0.3,9.7,-0.3,2
4850,FUR-CH-10000454,Furniture,Chairs,860,980,2,19.6,960.4,100.4,5
4851,OFF-AR-10000380,Office Supplies,Art,270,300,2,6.0,294.0,24.0,8
4852,OFF-ST-10000736,Office Supplies,Storage,470,490,4,19.6,470.4,0.4,6
4853,FUR-FU-10004270,Furniture,Furnishings,10,10,4,0.4,9.6,-0.4,3
4854,OFF-ST-10000617,Office Supplies,Storage,10,10,5,0.5,9.5,-0.5,3
4855,FUR-FU-10001706,Furniture,Furnishings,10,10,2,0.2,9.8,-0.2,3
4856,OFF-BI-10003364,Office Supplies,Binders,60,70,4,2.8,67.2,7.2,3
4857,FUR-FU-10001861,Furniture,Furnishings,60,80,3,2.4,77.6,17.6,4
4858,FUR-FU-10004845,Furniture,Furnishings,390,460,4,18.4,441.6,51.6,9
4859,OFF-AR-10000823,Office Supplies,Art,10,10,4,0.4,9.6,-0.4,7
4860,OFF-BI-10001359,Office Supplies,Binders,1490,1790,5,89.5,1700.5,210.5,2
4861,TEC-PH-10001835,Technology,Phones,670,760,2,15.2,744.8,74.8,6
4862,OFF-BI-10001191,Office Supplies,Binders,20,20,5,1.0,19.0,-1.0,1
4863,OFF-BI-10003982,Office Supplies,Binders,40,50,3,1.5,48.5,8.5,3
4864,TEC-PH-10001425,Technology,Phones,190,240,2,4.8,235.2,45.2,3
4865,FUR-CH-10001215,Furniture,Chairs,2260,2400,4,96.0,2304.0,44.0,6
4866,OFF-BI-10001718,Office Supplies,Binders,500,560,3,16.8,543.2,43.2,11
4867,OFF-ST-10000991,Office Supplies,Storage,310,340,5,17.0,323.0,13.0,3
4868,OFF-LA-10001613,Office Supplies,Labels,10,10,4,0.4,9.6,-0.4,3
4869,TEC-PH-10003437,Technology,Phones,80,90,5,4.5,85.5,5.5,2
4870,OFF-PA-10000675,Office Supplies,Paper,220,230,5,11.5,218.5,-1.5,7
4871,OFF-FA-10000840,Office Supplies,Fasteners,0,0,3,0.0,0.0,0.0,2
4872,OFF-AP-10001947,Office Supplies,Appliances,20,20,5,1.0,19.0,-1.0,5
4873,OFF-ST-10002301,Office Supplies,Storage,50,50,4,2.0,48.0,-2.0,3
4874,OFF-BI-10001922,Office Supplies,Binders,0,0,4,0.0,0.0,0.0,1
4875,TEC-AC-10001267,Technology,Accessories,110,120,3,3.6,116.4,6.4,5
4876,OFF-ST-10000532,Office Supplies,Storage,60,60,2,1.2,58.8,-1.2,2
4877,OFF-AR-10002335,Office Supplies,Art,10,10,5,0.5,9.5,-0.5,3
4878,OFF-BI-10000201,Office Supplies,Binders,0,0,4,0.0,0.0,0.0,3
4879,OFF-EN-10004846,Office Supplies,Envelopes,10,10,2,0.2,9.8,-0.2,2
4880,FUR-CH-10000454,Furniture,Chairs,850,980,5,49.0,931.0,81.0,4
4881,TEC-AC-10004145,Technology,Accessories,1870,2250,5,112.5,2137.5,267.5,9
4882,OFF-ST-10001580,Office Supplies,Storage,50,60,2,1.2,58.8,8.8,4
4883,OFF-BI-10003876,Office Supplies,Binders,140,170,4,6.8,163.2,23.2,5
4884,OFF-AR-10001972,Office Supplies,Art,0,0,2,0.0,0.0,0.0,2
4885,OFF-PA-10000595,Office Supplies,Paper,100,110,5,5.5,104.5,4.5,5
4886,FUR-CH-10004477,Furniture,Chairs,160,180,4,7.2,172.8,12.8,3
4887,TEC-AC-10003441,Technology,Accessories,90,100,4,4.0,96.0,6.0,6
4888,OFF-ST-10004459,Office Supplies,Storage,990,1130,4,45.2,1084.8,94.8,3
4889,OFF-ST-10003805,Office Supplies,Storage,1070,1260,2,25.2,1234.8,164.8,6
4890,OFF-AR-10001246,Office Supplies,Art,10,10,5,0.5,9.5,-0.5,3
4891,OFF-PA-10001295,Office Supplies,Paper,40,40,4,1.6,38.4,-1.6,2
4892,OFF-AR-10001231,Office Supplies,Art,0,0,5,0.0,0.0,0.0,2
4893,OFF-ST-10002743,Office Supplies,Storage,210,230,2,4.6,225.4,15.4,2
4894,OFF-PA-10004327,Office Supplies,Paper,50,50,5,2.5,47.5,-2.5,1
4895,OFF-EN-10004773,Office Supplies,Envelopes,50,60,3,1.8,58.2,8.2,2
4896,OFF-ST-10003470,Office Supplies,Storage,930,1120,4,44.8,1075.2,145.2,4
4897,FUR-CH-10003761,Furniture,Chairs,150,180,2,3.6,176.4,26.4,2
4898,OFF-PA-10002230,Office Supplies,Paper,10,10,4,0.4,9.6,-0.4,2
4899,OFF-BI-10000088,Office Supplies,Binders,20,30,5,1.5,28.5,8.5,8
4900,OFF-ST-10001526,Office Supplies,Storage,410,480,2,9.6,470.4,60.4,4
4901,OFF-SU-10002557,Office Supplies,Supplies,10,10,3,0.3,9.7,-0.3,1
4902,OFF-BI-10003669,Office Supplies,Binders,20,30,2,0.6,29.4,9.4,6
4903,OFF-LA-10003510,Office Supplies,Labels,80,90,3,2.7,87.3,7.3,3
4904,FUR-CH-10003746,Furniture,Chairs,570,670,3,20.1,649.9,79.9,3
4905,OFF-BI-10003476,Office Supplies,Binders,20,20,4,0.8,19.2,-0.8,4
4906,OFF-ST-10001469,Office Supplies,Storage,240,270,2,5.4,264.6,24.6,5
4907,OFF-BI-10001757,Office Supplies,Binders,10,10,4,0.4,9.6,-0.4,8
4908,TEC-PH-10004875,Technology,Phones,10,10,3,0.3,9.7,-0.3,2
4909,OFF-EN-10001219,Office Supplies,Envelopes,20,20,3,0.6,19.4,-0.6,3
4910,OFF-PA-10000019,Office Supplies,Paper,40,40,3,1.2,38.8,-1.2,7
4911,TEC-PH-10001924,Technology,Phones,90,110,4,4.4,105.6,15.6,2
4912,OFF-BI-10002003,Office Supplies,Binders,10,10,5,0.5,9.5,-0.5,5
4913,OFF-BI-10003727,Office Supplies,Binders,0,0,3,0.0,0.0,0.0,2
4914,OFF-AR-10004042,Office Supplies,Art,40,40,4,1.6,38.4,-1.6,2
4915,OFF-BI-10001097,Office Supplies,Binders,10,10,4,0.4,9.6,-0.4,3
4916,OFF-AR-10004344,Office Supplies,Art,60,70,3,2.1,67.9,7.9,7
4917,FUR-CH-10001802,Furniture,Chairs,220,250,5,12.5,237.5,17.5,3
4918,FUR-BO-10004709,Furniture,Bookcases,160,170,4,6.8,163.2,3.2,3
4919,TEC-PH-10000455,Technology,Phones,190,230,3,6.9,223.1,33.1,2
4920,OFF-BI-10002393,Office Supplies,Binders,0,0,2,0.0,0.0,0.0,2
4921,OFF-PA-10004381,Office Supplies,Paper,100,100,3,3.0,97.0,-3.0,2
4922,OFF-FA-10003059,Office Supplies,Fasteners,0,0,3,0.0,0.0,0.0,2
4923,OFF-PA-10000994,Office Supplies,Paper,540,630,3,18.9,611.1,71.1,6
4924,TEC-PH-10002890,Technology,Phones,70,90,2,1.8,88.2,18.2,2
4925,OFF-AR-10003338,Office Supplies,Art,10,10,5,0.5,9.5,-0.5,2
4926,FUR-TA-10003008,Furniture,Tables,70,90,5,4.5,85.5,15.5,1
4927,OFF-PA-10001972,Office Supplies,Paper,20,20,5,1.0,19.0,-1.0,3
4928,FUR-CH-10000155,Furniture,Chairs,810,900,5,45.0,855.0,45.0,3
4929,OFF-AR-10000658,Office Supplies,Art,50,60,3,1.8,58.2,8.2,5
4930,OFF-PA-10000349,Office Supplies,Paper,10,10,4,0.4,9.6,-0.4,3
4931,OFF-AR-10001446,Office Supplies,Art,20,20,4,0.8,19.2,-0.8,2
4932,OFF-EN-10004483,Office Supplies,Envelopes,10,10,4,0.4,9.6,-0.4,1
4933,OFF-BI-10002012,Office Supplies,Binders,0,0,4,0.0,0.0,0.0,2
4934,OFF-FA-10003021,Office Supplies,Fasteners,0,0,5,0.0,0.0,0.0,3
4935,TEC-PH-10003356,Technology,Phones,20,20,2,0.4,19.6,-0.4,3
4936,OFF-BI-10004728,Office Supplies,Binders,20,30,2,0.6,29.4,9.4,7
4937,OFF-ST-10000078,Office Supplies,Storage,1220,1330,2,26.6,1303.4,83.4,5
4938,FUR-BO-10003034,Furniture,Bookcases,310,330,2,6.6,323.4,13.4,3
4939,OFF-AR-10003514,Office Supplies,Art,20,20,5,1.0,19.0,-1.0,5
4940,FUR-CH-10001708,Furniture,Chairs,1160,1270,2,25.4,1244.6,84.6,9
4941,FUR-BO-10002598,Furniture,Bookcases,220,280,2,5.6,274.4,54.4,4
4942,OFF-AR-10001022,Office Supplies,Art,10,10,2,0.2,9.8,-0.2,2
4943,OFF-ST-10004459,Office Supplies,Storage,320,380,2,7.6,372.4,52.4,1
4944,OFF-PA-10004381,Office Supplies,Paper,90,100,5,5.0,95.0,5.0,2
4945,OFF-BI-10000050,Office Supplies,Binders,10,10,5,0.5,9.5,-0.5,2
4946,OFF-FA-10000304,Office Supplies,Fasteners,0,0,3,0.0,0.0,0.0,2
4947,OFF-LA-10002475,Office Supplies,Labels,30,30,2,0.6,29.4,-0.6,4
4948,OFF-BI-10001989,Office Supplies,Binders,100,120,5,6.0,114.0,14.0,7
4949,FUR-FU-10000732,Furniture,Furnishings,20,20,4,0.8,19.2,-0.8,3
